	others_app_size	others_app_number	others_text_size	others_text_number
178	718359.0	15.0	155.0	13.0
179	403976.0	9.0	156944.0	6.0
180	384183.0	7.0	156944.0	6.0
181	421448.0	6.0	0.0	1.0
182	607977.0	11.0	1529.0	1.0
183	0.0	0.0	0.0	0.0
184	479543.0	23.0	0.0	0.0
185	369464.0	4.0	15019.0	3.0
186	389995.0	8.0	0.0	1.0
187	384456.0	17.0	50200.0	5.0
188	758033.0	18.0	0.0	1.0
189	446624.0	5.0	58.0	1.0
190	776916.0	10.0	0.0	0.0
191	397126.5	12.0	28881.0	6.5
192	480082.0	7.0	894.0	1.0
193	392230.5	12.0	0.0	0.0
194	372028.0	5.5	58.0	5.0
195	2391241.0	23.0	82642.0	12.0
196	476152.0	12.0	0.0	1.0
197	440759.0	8.0	0.0	1.0
198	447060.0	11.0	0.0	0.0
199	445182.0	17.0	449525.0	12.0
200	2352782.5	12.0	0.0	1.0
201	444828.0	8.0	0.0	1.0
202	468548.0	11.0	2.0	1.0
203	470290.5	8.0	0.0	0.0
204	473819.0	7.0	0.0	0.0
205	438851.5	11.0	12465.0	8.0
206	491621.0	11.0	0.0	0.0
207	436592.0	14.0	24.0	3.0
208	480542.5	10.0	0.0	0.0
209	369464.0	4.0	0.0	0.0
210	419859.0	12.0	0.0	0.0
211	370375.0	5.0	15017.0	3.0
212	920072.0	25.0	0.0	0.0
213	547655.0	12.0	0.0	0.0
214	369536.0	5.0	4349.0	1.0
215	593972.0	16.0	0.0	1.0
216	654296.0	11.0	0.0	0.0
217	597316.0	26.0	511.0	10.0
218	805800.0	29.0	0.0	0.0
219	390866.0	8.0	156944.0	6.0
220	369464.0	4.0	200366.0	4.0
221	407220.0	12.0	0.0	0.0
222	766368.5	35.0	2.0	1.5
223	390377.0	7.0	0.0	0.0
224	370732.0	5.0	0.0	0.0
226	389849.0	7.0	156944.0	6.0
227	377419.0	9.0	0.0	0.0
228	380565.0	9.0	0.0	2.0
229	424684.0	5.0	0.0	0.0
230	369468.0	6.0	105228.0	4.0
231	478636.0	24.0	0.0	0.0
232	424684.0	5.0	0.0	0.0
233	753352.0	41.0	2.0	1.0
234	0.0	0.0	0.0	0.0
235	441952.0	13.0	12002.0	10.0
236	963397.0	15.0	0.0	0.0
237	399169.0	11.0	0.0	0.0
238	58304.0	3.0	0.0	0.0
239	0.0	0.0	1.0	1.0
240	607736.0	9.0	0.0	0.0
241	577863.0	23.0	16019.0	4.0
242	442878.0	13.0	15330.0	10.0
243	369464.0	4.0	0.0	0.0
244	369956.5	6.0	0.0	1.5
245	2314605.0	13.0	0.0	1.0
246	375097.5	7.5	0.0	0.0
247	618191.0	15.0	5736.0	1.0
248	370017.0	5.0	0.0	0.0
249	474348.0	7.0	26.0	2.0
250	389821.0	7.0	156944.0	6.0
251	593218.0	27.0	575.0	3.0
252	372462.0	13.0	109668.0	4.0
253	0.0	0.0	1.0	1.0
254	532892.0	12.0	0.0	0.0
255	431766.0	10.0	50.0	4.0
256	486807.5	7.0	14011.0	1.0
257	716111.0	12.0	0.0	0.0
258	369913.0	6.0	64464.0	1.0
259	594124.0	25.0	1132.0	6.0
260	0.0	0.0	0.0	0.0
261	369503.0	5.0	0.0	1.0
262	369464.0	4.0	58.0	1.0
263	421288.0	20.0	0.0	0.0
264	380468.0	11.0	156944.0	6.0
265	441360.0	5.0	0.0	0.0
266	442094.0	13.0	17059.0	9.0
267	445230.5	17.5	32889.0	6.5
268	401821.0	7.0	0.0	0.0
269	595706.0	16.0	0.0	1.0
270	661177.0	10.0	31021.0	3.0
271	435753.0	28.0	40987.0	7.0
272	388409.0	12.0	156944.0	6.0
274	393589.0	14.0	0.0	0.0
275	1093332.0	14.0	58.0	1.0
276	0.0	0.0	1.0	1.0
277	437825.0	13.0	0.0	0.0
278	385926.0	8.5	156944.0	6.0
279	371640.5	16.0	2.0	2.0
280	1037712.0	12.0	49755.0	1.0
281	449524.0	6.0	0.0	0.0
282	436088.0	5.0	0.0	0.0
283	572439.0	21.0	0.0	0.0
284	0.0	0.0	1.0	1.0
285	0.0	0.0	1.0	1.0
287	479232.0	23.5	0.0	0.0
288	377314.0	24.0	0.0	0.0
289	408966.0	14.0	0.0	0.0
290	369464.0	4.0	0.0	0.0
291	434916.0	5.0	0.0	0.0
292	413954.0	6.0	0.0	0.0
293	382025.0	11.0	156944.0	6.0
294	412302.0	9.0	0.0	3.0
295	470814.0	8.0	0.0	0.0
296	379084.0	12.0	2.0	1.0
297	369464.0	4.0	0.0	0.0
298	387372.0	11.0	156944.0	6.0
299	424684.0	5.0	0.0	0.0
300	401031.0	12.0	0.0	0.0
301	369464.0	5.0	0.0	1.0
302	593063.0	25.0	505.0	5.0
303	444953.0	13.0	1414.0	3.0
304	371637.0	5.0	0.0	0.0
305	528903.0	14.0	0.0	1.0
306	398192.0	34.0	5298.0	6.0
307	369713.0	8.0	58.0	2.0
308	496849.0	26.0	0.0	0.0
309	592977.0	25.0	502.0	3.0
310	393941.0	8.0	1.0	1.0
311	605443.0	8.0	0.0	0.0
312	371094.0	8.0	1.0	5.0
313	541842.5	11.5	0.0	0.0
314	427565.0	9.5	0.0	0.0
315	58237.0	3.0	0.0	1.0
316	57090.0	2.0	0.0	0.0
317	443637.0	16.0	20863.0	7.0
318	767063.0	14.0	0.0	0.0
319	532892.0	12.0	0.0	0.0
320	446350.5	18.0	502235.0	15.5
321	449471.0	9.0	0.0	0.0
322	445740.0	9.0	0.0	0.0
323	399735.5	8.0	0.0	0.0
324	604762.0	8.0	0.0	0.0
325	626795.0	10.0	0.0	0.0
326	659844.0	14.0	0.0	0.0
328	457636.0	22.0	0.0	0.0
329	424684.0	5.0	0.0	0.0
330	377404.0	10.0	0.0	0.0
331	369576.0	5.0	0.0	0.0
332	0.0	0.0	1662.0	1.0
333	761394.0	38.0	2.0	1.0
334	554883.0	12.0	0.0	0.0
335	406606.0	12.0	0.0	0.0
336	444147.0	9.0	0.0	0.0
337	609019.0	10.0	0.0	0.0
338	503328.0	6.0	56780.0	1.0
339	825589.0	15.0	4.0	4.0
340	442840.0	15.0	0.0	0.0
341	613711.0	17.0	0.0	0.0
342	246482.0	12.0	33.0	1.0
343	0.0	0.0	1.0	1.0
344	419794.0	17.0	0.0	3.0
345	441913.0	12.0	17834.0	6.0
346	388622.0	13.0	156944.0	6.0
347	382438.0	11.0	156944.0	6.0
348	685556.0	13.0	0.0	0.0
349	369464.0	4.0	0.0	0.0
350	57276.0	4.0	33.0	1.0
351	381271.0	11.0	156944.0	6.0
352	429031.0	10.0	0.0	0.0
353	646350.0	18.0	0.0	0.0
354	441324.0	15.0	22520.0	7.0
355	424739.0	6.0	0.0	0.0
356	485101.5	26.5	25020.5	3.5
357	369464.0	4.0	0.0	0.0
358	434320.0	13.0	0.0	2.0
359	386587.0	11.0	156944.0	6.0
360	389113.0	13.0	156944.0	6.0
361	442728.0	14.0	2.0	5.0
362	384025.0	10.0	156944.0	6.0
363	424684.0	5.0	0.0	0.0
364	533711.0	10.0	28.0	4.0
365	601638.0	25.0	1135.0	7.0
366	369464.0	4.0	0.0	0.0
367	391591.0	10.0	0.0	0.0
368	371175.0	9.0	0.0	0.0
369	0.0	0.0	1.0	1.0
370	374328.0	6.0	0.0	0.0
371	472880.0	21.0	15516.0	1.0
372	380989.0	5.0	156944.0	6.0
373	580105.0	24.0	1129.0	5.0
374	265.0	1.0	0.0	0.0
375	478680.0	23.0	0.0	0.0
376	369464.0	6.0	1.0	1.0
377	556411.5	19.0	200803.0	12.0
378	370269.0	7.0	0.0	0.0
379	66934.0	2.0	0.0	0.0
380	415737.0	16.0	61812.0	1.0
381	719906.0	17.0	0.0	0.0
382	442723.0	11.0	0.0	0.0
383	424684.0	5.0	0.0	0.0
384	436088.0	5.0	0.0	0.0
385	424684.0	5.0	0.0	0.0
386	453224.0	5.0	0.0	1.0
387	0.0	0.0	1.0	1.0
388	369464.0	4.0	0.0	0.0
389	424684.0	5.0	0.0	0.0
390	592710.0	25.0	507.0	5.0
391	434910.0	27.0	40990.0	8.0
392	680684.5	16.5	67.5	2.0
393	403194.0	8.0	0.0	0.0
394	636155.5	9.0	0.0	0.0
395	503223.0	25.0	0.0	0.0
396	392848.5	5.0	0.0	0.0
397	593068.0	25.0	1135.0	6.0
398	370799.0	6.0	199856.0	9.5
399	438854.5	11.0	17765.0	7.5
400	476903.0	25.0	0.0	0.0
401	417556.0	9.0	0.0	1.0
402	699326.0	14.0	0.0	0.0
403	679584.0	14.0	17678.0	5.5
404	619286.0	11.0	0.0	0.0
405	424684.0	6.0	0.0	0.0
406	379321.0	8.0	156944.0	6.0
407	174212.0	9.0	0.0	0.0
408	440011.0	12.0	19985.0	9.0
409	754110.0	10.0	0.0	0.0
410	435853.0	29.0	40987.0	7.0
411	577998.0	24.0	507.0	3.0
412	475071.0	14.0	0.0	1.0
413	442870.0	13.0	22885.5	8.0
414	370198.0	6.0	0.0	0.0
415	370136.0	10.0	0.0	0.0
416	424684.0	5.0	0.0	0.0
417	401304.0	5.0	0.0	0.0
418	427548.5	12.0	0.0	1.0
419	424684.0	5.0	0.0	0.0
420	440009.5	12.0	17225.5	10.0
421	477518.0	14.0	0.0	0.0
422	546964.0	23.0	0.0	1.0
423	883633.0	28.5	0.0	0.5
424	478489.0	20.0	0.0	0.0
425	369464.0	4.0	0.0	0.0
426	412323.0	9.0	0.0	0.0
427	595130.0	25.0	51296.0	7.0
428	424684.0	6.0	0.0	0.0
429	1289426.0	29.0	1.0	1.0
430	443600.0	16.0	24580.0	11.0
431	424684.0	5.0	0.0	0.0
432	484629.0	17.0	844.0	3.0
433	440341.0	11.0	15152.0	6.0
