0.0000,0.1987,0.1987,0.0000,0.0397,0.2848,0.2715,0.0066,0.0000,
0.0000,0.1966,0.0427,0.0000,0.0000,0.6239,0.0855,0.0513,0.0000,
0.0000,0.2547,0.0283,0.0000,0.0000,0.5755,0.1226,0.0189,0.0000,
0.0000,0.1733,0.0400,0.0000,0.0133,0.2000,0.5600,0.0133,0.0000,
0.0000,0.4028,0.0556,0.0000,0.0000,0.2500,0.2500,0.0417,0.0000,
0.0000,0.3000,0.0571,0.0000,0.0143,0.1429,0.4714,0.0143,0.0000,
0.0000,0.2250,0.1000,0.0000,0.0167,0.2167,0.4333,0.0083,0.0000,
0.0000,0.2926,0.0830,0.0000,0.0175,0.4323,0.1485,0.0262,0.0000,
0.0000,0.2083,0.0208,0.0000,0.0000,0.5417,0.2292,0.0000,0.0000,
0.0000,0.1754,0.2047,0.0000,0.0526,0.3216,0.2339,0.0117,0.0000,
0.0000,0.1000,0.0429,0.0000,0.0000,0.4857,0.2571,0.1143,0.0000,
0.0000,0.0678,0.0528,0.0000,0.0251,0.7362,0.1131,0.0050,0.0000,
0.0078,0.2109,0.0703,0.0000,0.0000,0.3906,0.2891,0.0312,0.0000,
0.0000,0.1406,0.0000,0.0000,0.0312,0.3438,0.4375,0.0469,0.0000,
0.0000,0.2703,0.0541,0.0000,0.0360,0.1802,0.4324,0.0270,0.0000,
0.2980,0.1389,0.0480,0.0000,0.0202,0.3131,0.1768,0.0051,0.0000,
0.0000,0.2131,0.1639,0.0000,0.0328,0.1967,0.3607,0.0328,0.0000,
0.0000,0.1212,0.1674,0.0000,0.0087,0.5209,0.1804,0.0014,0.0000,
0.0000,0.2973,0.0360,0.0000,0.0045,0.4234,0.2027,0.0360,0.0000,
0.0000,0.1469,0.0839,0.0000,0.0000,0.6084,0.1399,0.0210,0.0000,
0.0000,0.1806,0.1181,0.0000,0.0069,0.3889,0.2986,0.0069,0.0000,
0.0040,0.1344,0.1383,0.0000,0.0553,0.3874,0.2688,0.0119,0.0000,
0.0000,0.2941,0.1471,0.0000,0.0147,0.2206,0.3235,0.0000,0.0000,
0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
0.0000,0.1717,0.1111,0.0000,0.0000,0.4949,0.1717,0.0505,0.0000,
0.0000,0.3099,0.0704,0.0000,0.0000,0.2676,0.3380,0.0141,0.0000,
0.0000,0.3542,0.0486,0.0000,0.0000,0.2014,0.3542,0.0417,0.0000,
0.0000,0.2009,0.0607,0.0000,0.0047,0.5981,0.1215,0.0140,0.0000,
0.0000,0.3654,0.0962,0.0000,0.0000,0.2308,0.2885,0.0192,0.0000,
0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,0.3333,0.0000,0.0000,
0.0000,0.1359,0.1165,0.0000,0.0000,0.3883,0.3107,0.0485,0.0000,
0.0000,0.1596,0.0532,0.0000,0.0266,0.4787,0.2606,0.0213,0.0000,
0.0000,0.0120,0.0000,0.0000,0.0000,0.9398,0.0301,0.0181,0.0000,
0.0000,0.1618,0.5441,0.0000,0.0000,0.1324,0.1618,0.0000,0.0000,
0.0000,0.2423,0.0885,0.0000,0.0000,0.2769,0.3731,0.0192,0.0000,
0.0000,0.2129,0.1290,0.0000,0.0065,0.3742,0.2710,0.0065,0.0000,
0.0000,0.1919,0.0909,0.0000,0.0000,0.3939,0.2980,0.0253,0.0000,
0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
0.0000,0.1731,0.1154,0.0000,0.0096,0.4856,0.1731,0.0433,0.0000,
0.0000,0.0838,0.1639,0.0000,0.0242,0.5605,0.1620,0.0056,0.0000,
0.0000,0.0588,0.0588,0.0000,0.0000,0.7647,0.0000,0.1176,0.0000,
0.0000,0.1245,0.1434,0.0000,0.0566,0.5660,0.1057,0.0038,0.0000,
0.0000,0.2568,0.0135,0.0000,0.0270,0.3649,0.3243,0.0135,0.0000,
0.0000,0.0938,0.1812,0.0000,0.0000,0.4000,0.2875,0.0375,0.0000,
0.0000,0.4000,0.0000,0.0000,0.0000,0.2000,0.4000,0.0000,0.0000,
0.0000,0.2642,0.1226,0.0000,0.0000,0.3113,0.3019,0.0000,0.0000,
0.0000,0.1272,0.1140,0.0000,0.0000,0.6491,0.1096,0.0000,0.0000,
0.0000,0.2524,0.0874,0.0000,0.0000,0.1845,0.4563,0.0194,0.0000,
0.0000,0.1111,0.0000,0.0000,0.0000,0.2222,0.4444,0.2222,0.0000,
0.0000,0.2969,0.0312,0.0000,0.0000,0.2969,0.3438,0.0312,0.0000,
0.0000,0.1673,0.0816,0.0000,0.0082,0.3918,0.3224,0.0286,0.0000,
