0.0000,0.0855,0.0658,0.0000,0.0000,0.8158,0.0197,0.0132,0.0000,
0.0000,0.1176,0.1078,0.0000,0.0196,0.6275,0.0882,0.0392,0.0000,
0.0000,0.1070,0.1674,0.0000,0.0000,0.6698,0.0558,0.0000,0.0000,
0.0000,0.0500,0.0000,0.0000,0.0200,0.8500,0.0600,0.0200,0.0000,
0.0000,0.4118,0.0294,0.0000,0.0147,0.4559,0.0882,0.0000,0.0000,
0.0000,0.4000,0.0000,0.0000,0.0667,0.2000,0.3333,0.0000,0.0000,
0.0000,0.1093,0.1383,0.0000,0.0032,0.6495,0.0932,0.0064,0.0000,
0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
0.0000,0.2000,0.1455,0.0000,0.0091,0.5273,0.1091,0.0091,0.0000,
0.0000,0.4286,0.0612,0.0000,0.0204,0.3673,0.1224,0.0000,0.0000,
0.0000,0.0526,0.0842,0.0000,0.0105,0.7474,0.1053,0.0000,0.0000,
0.0000,0.4211,0.0000,0.0000,0.0000,0.5263,0.0000,0.0526,0.0000,
0.0000,0.4286,0.0000,0.0000,0.0714,0.2857,0.2143,0.0000,0.0000,
0.0000,0.0858,0.1202,0.0000,0.0386,0.6137,0.1416,0.0000,0.0000,
0.0000,0.2828,0.1111,0.0000,0.0000,0.5354,0.0606,0.0101,0.0000,
0.0000,0.1795,0.1026,0.0000,0.0000,0.6154,0.1026,0.0000,0.0000,
0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
0.0000,0.1548,0.1429,0.0000,0.0000,0.5833,0.0952,0.0238,0.0000,
0.0000,0.2500,0.0000,0.0000,0.0000,0.3750,0.3750,0.0000,0.0000,
0.0000,0.2857,0.0000,0.0000,0.0000,0.2857,0.4286,0.0000,0.0000,
0.0000,0.1429,0.1429,0.0000,0.0000,0.2857,0.4286,0.0000,0.0000,
0.0000,0.3333,0.0000,0.0000,0.0000,0.3333,0.3333,0.0000,0.0000,
0.0000,0.0000,0.0000,0.0000,0.0000,0.9333,0.0667,0.0000,0.0000,
0.0000,0.3333,0.0000,0.0000,0.0000,0.2222,0.4444,0.0000,0.0000,
0.0000,0.3333,0.1111,0.0000,0.0000,0.1111,0.3333,0.1111,0.0000,
0.0000,0.0000,0.0465,0.0000,0.0000,0.8062,0.1318,0.0155,0.0000,
