	image_size	javascript_size	css_size	html_size	xml_size	audio_size	video_size	image_number	javascript_number	css_number	html_number	xml_number	audio_number	video_number	load_time	load_time_std	server_number	service_number	total_number	total_size	others_app_size	others_app_number	others_text_size	others_text_number
10	745964.0	1406340.5	154958.0	63370.0	15825.0	0.0	0.0	69.5	77.5	7.0	27.5	4.0	0.0	0.0	10.982	3.79800125856	58.5	32.0	185.5	2386457.5	373695.5	12.0	1150.0	1.0
11	195227.0	228181.0	65479.0	22034.0	2342.0	0.0	0.0	20.0	3.0	3.0	3.0	1.0	0.0	0.0	3.7125	1.52107371288	9.0	6.0	30.0	513263.0	404246.0	8.0	0.0	0.0
12	1441589.0	533344.5	31983.0	44462.5	0.0	0.0	0.0	96.5	38.0	3.0	12.5	0.0	0.0	0.0	13.9905	5.1022388772	40.5	19.0	150.0	2051379.0	649241.0	8.0	0.0	1.0
13	2414678.0	1727873.0	37171.0	252515.5	45408.0	0.0	0.0	94.0	67.0	4.0	17.0	2.0	0.0	0.0	12.6525	3.34678818571	51.0	31.5	184.0	4477645.5	444215.5	8.5	0.0	2.0
14	304968.5	1119549.0	271096.0	58999.0	1716.0	0.0	0.0	68.0	67.0	4.0	40.5	1.0	0.0	0.0	9.2225	2.68119794308	65.5	42.5	180.5	1756328.5	400934.5	17.5	198415.5	12.0
15	1377824.0	1807134.5	949969.0	209425.0	210470.0	0.0	0.0	162.5	90.5	21.0	62.5	8.0	0.0	0.0	15.5385	1.85062582928	94.5	50.0	344.5	4554822.5	410288.0	28.0	104290.0	6.5
16	376671.5	1273059.0	176191.0	90341.0	0.0	0.0	0.0	55.5	69.5	9.0	37.0	0.0	0.0	0.0	10.0175	2.75180602696	60.5	37.0	171.0	1916262.5	388199.0	18.0	99282.0	8.0
17	2439003.0	1327355.0	955018.0	427576.5	17534.0	0.0	0.0	199.0	78.0	23.0	31.0	11.0	0.0	0.0	16.4025	5.710310045	67.5	39.5	342.0	5166486.5	410077.0	26.5	510568.0	3.0
18	1315071.5	938160.5	606169.0	141214.0	9854.5	0.0	0.0	65.5	48.0	10.0	19.0	3.5	0.0	0.0	10.7285	2.41421293386	39.0	20.0	146.0	3010469.5	369497.5	6.5	158781.0	5.0
19	2101855.0	1161574.5	733408.0	71297.0	37225.0	0.0	0.0	114.0	69.0	19.0	25.0	5.0	0.0	0.0	9.3645	3.24411839488	56.0	29.5	232.0	4105359.5	565847.5	16.5	49564.5	1.0
20	237481.5	1188774.5	176324.0	89810.0	0.0	0.0	0.0	34.5	61.0	9.0	28.5	0.0	0.0	0.0	9.538	5.99313275758	47.5	27.0	133.0	1692390.0	383884.5	18.0	74457.5	6.5
21	285883.5	1392352.0	176190.0	95924.0	0.0	0.0	0.0	50.5	73.0	9.0	37.5	0.0	0.0	0.0	10.312	5.16593806099	58.5	35.0	170.0	1950349.5	384838.0	17.0	124103.5	8.5
22	2564564.0	1704810.0	68507.0	65498.5	10318.0	0.0	0.0	111.5	55.0	6.0	23.0	1.0	0.0	0.0	5.3775	3.43623163364	46.5	24.0	196.5	4413697.5	369544.0	5.0	0.0	0.0
23	509056.5	586376.0	214411.0	118396.0	0.0	0.0	0.0	36.5	37.0	7.0	12.0	0.0	0.0	0.0	9.4165	5.93912968708	41.5	24.0	92.5	1428239.5	377585.5	8.0	0.0	1.0
24	3639911.0	1292837.0	35745.0	277135.0	0.0	0.0	0.0	124.0	38.0	5.0	11.0	0.0	0.0	0.0	16.379	3.1072986283	37.0	18.0	178.0	5245628.0	738201.0	30.0	0.0	0.0
25	1032186.0	1224859.0	25182.0	250612.5	0.0	0.0	0.0	57.0	51.5	5.0	15.0	0.0	0.0	0.0	7.112	4.24565968814	49.0	26.0	128.5	2532839.5	447176.0	10.0	49693.0	1.0
26	680669.0	443830.0	101890.0	47726.0	0.0	0.0	0.0	121.0	28.0	3.0	10.0	0.0	0.0	0.0	6.91	1.34444288338	27.0	10.0	162.0	1274115.0	369466.0	5.0	270.0	3.0
27	255566.0	862821.0	43868.0	432455.0	0.0	0.0	0.0	23.0	43.0	14.0	22.0	0.0	0.0	0.0	8.889	2.02199683726	26.0	13.0	102.0	1594710.0	433928.0	5.0	0.0	0.0
28	849146.0	474883.0	19688.0	57636.0	0.0	0.0	0.0	129.0	68.0	8.0	19.0	0.0	0.0	0.0	9.91	2.08119170515	28.0	15.0	224.0	1401353.0	409649.0	7.0	148700.0	3.0
29	2240009.0	1456650.0	819993.0	170001.0	7331.0	0.0	0.0	193.0	87.0	16.0	51.0	2.0	0.0	0.0	16.009	1.77729482329	76.0	38.0	349.0	4693984.0	374564.0	16.0	0.0	2.0
30	12578.0	238815.0	69278.0	31512.0	1954.0	0.0	0.0	4.0	2.0	3.0	1.0	1.0	0.0	0.0	1.331	1.07665546376	2.0	2.0	11.0	354137.0	18855.0	2.0	0.0	0.0
31	1584997.0	1392797.0	821277.0	166733.0	15670.0	0.0	0.0	158.0	78.0	16.0	44.0	2.0	0.0	0.0	13.901	2.00551861462	69.0	36.0	298.0	3981474.0	374495.0	15.0	0.0	1.0
