0.0000,0.0690,0.0000,0.0000,0.0000,0.4828,0.2414,0.2069,0.0000,
0.0000,0.1000,0.0829,0.0000,0.0514,0.5314,0.2314,0.0029,0.0000,
0.0000,0.1780,0.1271,0.0000,0.0424,0.4661,0.1780,0.0085,0.0000,
0.0000,0.2733,0.1067,0.0000,0.0133,0.3200,0.2667,0.0200,0.0000,
0.0000,0.1127,0.1373,0.0000,0.0049,0.3382,0.3922,0.0147,0.0000,
0.0122,0.1184,0.1633,0.0000,0.0163,0.3837,0.3020,0.0041,0.0000,
0.0000,0.2778,0.1389,0.0000,0.0000,0.3056,0.2500,0.0278,0.0000,
0.0000,0.1871,0.1345,0.0000,0.0117,0.3684,0.2924,0.0058,0.0000,
0.0000,0.3182,0.0909,0.0000,0.0000,0.3409,0.2500,0.0000,0.0000,
0.0000,0.1061,0.0303,0.0000,0.0000,0.3939,0.4242,0.0455,0.0000,
0.0000,0.1257,0.1497,0.0000,0.0299,0.3413,0.3353,0.0180,0.0000,
0.0000,0.1306,0.1261,0.0000,0.0090,0.3919,0.3153,0.0270,0.0000,
0.0000,0.2222,0.1111,0.0000,0.0000,0.2222,0.4444,0.0000,0.0000,
0.0000,0.2148,0.0370,0.0000,0.0000,0.4741,0.2370,0.0370,0.0000,
0.0000,0.1045,0.1045,0.0000,0.0000,0.4627,0.3134,0.0149,0.0000,
0.0000,0.1442,0.0884,0.0000,0.0047,0.4233,0.3116,0.0279,0.0000,
0.0000,0.0647,0.2230,0.0000,0.0072,0.4245,0.2734,0.0072,0.0000,
0.0000,0.3091,0.0545,0.0000,0.0182,0.3818,0.0545,0.1818,0.0000,
0.0000,0.1034,0.1149,0.0000,0.0057,0.4598,0.3103,0.0057,0.0000,
0.0000,0.0952,0.0794,0.0000,0.0317,0.4643,0.3175,0.0119,0.0000,
0.0000,0.2500,0.0000,0.0000,0.0000,0.4375,0.2500,0.0625,0.0000,
0.0000,0.3846,0.0000,0.0000,0.0000,0.2308,0.3077,0.0769,0.0000,
0.0000,0.1762,0.0861,0.0000,0.0041,0.4918,0.2008,0.0410,0.0000,
0.0000,0.2683,0.1220,0.0000,0.0000,0.1951,0.4146,0.0000,0.0000,
0.0000,0.2143,0.0000,0.0000,0.0000,0.1429,0.5714,0.0714,0.0000,
0.0114,0.1486,0.1429,0.0000,0.0171,0.3486,0.3314,0.0000,0.0000,
0.0000,0.1795,0.1795,0.0000,0.0000,0.3077,0.3333,0.0000,0.0000,
0.0000,0.1317,0.0569,0.0000,0.0000,0.4698,0.1779,0.1637,0.0000,
0.0000,0.0900,0.1000,0.0000,0.0000,0.6500,0.1500,0.0100,0.0000,
0.0000,0.2788,0.2212,0.0000,0.0000,0.0865,0.3846,0.0288,0.0000,
0.0000,0.7143,0.0000,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,
0.0000,0.1500,0.0750,0.0000,0.0000,0.6250,0.1500,0.0000,0.0000,
0.0000,0.1560,0.1468,0.0000,0.0321,0.4771,0.1514,0.0367,0.0000,
0.0333,0.1333,0.1933,0.0000,0.0133,0.4333,0.1733,0.0200,0.0000,
0.0000,0.2262,0.0769,0.0000,0.0090,0.4118,0.2036,0.0724,0.0000,
0.0000,0.5429,0.0000,0.0000,0.0000,0.3429,0.0857,0.0286,0.0000,
