	others_app_size	others_app_number	others_text_size	others_text_number
315	3016.0	2.0	0.0	1.0
316	56835.0	2.0	0.0	0.0
317	1745148.0	25.0	18583.0	12.0
318	610519.0	19.0	16977.0	5.0
319	166324.5	10.5	0.0	0.0
320	452708.5	23.0	505523.0	30.5
321	80066.5	5.0	0.0	0.0
322	445870.0	10.0	0.0	0.0
323	374841.0	12.0	0.0	1.0
324	609342.0	14.5	0.0	2.0
325	260380.0	8.0	0.0	0.0
326	659844.0	14.0	0.0	0.0
328	455360.5	24.0	0.0	5.0
330	377447.0	12.0	0.0	3.0
331	369603.5	5.5	0.0	0.0
332	55.0	1.0	0.0	0.0
333	773107.0	45.0	2.0	2.5
334	555018.5	13.0	0.0	0.0
335	407456.0	14.0	0.0	2.0
336	460791.0	9.0	0.0	0.0
337	614171.0	15.0	256.0	4.0
338	510919.0	8.0	56780.0	1.0
339	825590.0	15.0	4.0	4.0
340	442824.0	16.0	0.0	1.0
341	615055.5	18.5	0.0	2.0
342	246685.0	13.0	33.0	1.0
343	0.0	0.0	1.0	1.0
344	477932.0	17.5	0.0	4.5
345	442387.5	14.5	18674.5	14.0
346	390860.0	16.0	406691.0	12.0
347	383408.0	13.5	406671.0	13.5
348	316457.0	11.0	0.0	0.0
349	369464.0	4.0	0.0	0.0
350	57014.0	3.0	33.0	1.0
351	384693.0	14.0	356718.0	11.0
352	429021.5	10.0	0.0	0.0
353	648552.5	19.0	0.0	0.0
354	441382.0	16.0	22268.0	12.0
355	438811.5	8.0	0.0	0.0
356	492707.5	44.5	50112.0	21.0
357	369519.0	5.0	0.0	3.0
358	436763.5	14.0	0.0	3.0
360	390990.0	16.0	406669.0	12.0
361	452525.0	16.0	4.0	6.0
362	387407.0	16.0	456630.0	13.0
364	537678.0	14.0	28.0	6.0
365	592670.0	25.0	1135.5	6.0
366	369519.0	5.0	0.0	0.0
367	392580.5	12.0	0.0	5.0
368	392037.0	11.0	0.0	0.0
369	0.0	0.0	1.0	1.0
370	376641.0	10.0	0.0	2.0
371	476141.0	25.0	15516.0	3.0
372	383851.0	14.0	456684.0	14.0
373	578051.0	25.0	1136.0	5.0
374	55.0	1.0	0.0	0.0
375	479264.0	24.0	0.0	2.0
376	371635.5	7.5	24954.0	3.5
377	558803.0	21.0	200921.0	12.0
378	371760.5	10.0	0.0	0.5
379	66679.0	2.0	0.0	0.0
380	416423.0	18.0	61813.0	5.0
381	723437.0	18.0	0.0	2.0
382	442780.0	13.0	0.0	4.0
383	384381.0	14.0	456654.0	13.0
384	69258.0	3.0	0.0	0.0
385	369531.0	6.0	55432.0	2.0
386	453279.0	6.0	0.0	1.0
387	0.0	0.0	1.0	1.0
388	369519.0	5.0	0.0	0.0
389	392371.0	15.0	406724.0	12.0
390	592729.0	26.0	818.5	5.0
391	433936.5	28.5	40987.0	7.5
392	681046.0	19.0	113.0	4.0
393	402959.0	8.0	0.0	1.0
394	640115.5	14.0	256.0	3.0
395	503827.0	27.0	0.0	2.0
396	392941.0	6.0	0.0	0.0
397	593089.5	26.0	1135.0	6.0
398	370839.0	6.5	199858.5	12.5
399	438909.0	12.0	17968.0	11.0
400	480410.0	26.0	0.0	3.0
401	451724.0	22.5	25194.5	21.5
402	699381.0	15.0	0.0	0.0
403	440090.0	13.0	16813.0	10.0
404	619338.0	12.0	0.0	0.0
405	390296.0	15.0	406711.5	12.0
406	384670.0	13.0	406670.0	12.0
407	117379.0	7.0	0.0	0.0
408	442499.0	15.5	18926.0	11.0
409	384956.0	7.0	0.0	0.0
410	434676.0	28.0	40987.0	7.0
411	601556.5	26.0	1132.5	4.5
412	507501.0	18.5	28.0	7.5
413	440988.0	13.0	26654.0	11.0
414	58561.0	5.0	14.0	1.0
415	370191.0	11.0	0.0	0.0
416	384264.0	14.0	398887.0	11.0
417	401359.0	6.0	0.0	0.0
418	441173.0	21.0	240.0	20.0
419	392238.0	15.0	456659.0	13.0
420	1093947.5	18.5	17887.5	9.5
421	481954.0	18.0	0.0	4.0
422	602489.0	28.5	1.0	7.0
423	478860.0	27.0	0.0	3.0
424	478775.5	24.0	0.0	2.0
425	1527.0	2.0	0.0	0.0
426	414761.0	9.0	0.0	3.0
427	594994.0	26.0	52544.0	6.0
428	370322.0	10.0	0.0	0.0
429	1303261.0	32.0	1.0	3.0
430	444212.5	16.5	28682.5	10.0
431	476395.0	8.0	0.0	4.0
432	484690.0	19.0	843.0	5.0
433	440438.0	14.0	15057.0	11.5
