	others_app_size	others_app_number	others_text_size	others_text_number
0	369628.0	5.0	0.0	0.0
1	371242.0	6.0	0.0	0.0
2	372545.0	6.0	77160.0	1.0
4	373373.0	7.0	49630.0	4.0
6	370366.0	7.0	0.0	0.5
7	376278.0	6.5	0.0	0.0
9	370818.5	6.5	45724.0	5.0
10	370933.0	6.0	1456.0	1.0
12	414818.0	6.0	0.0	0.0
13	369487.5	4.5	0.0	2.0
16	369466.0	5.0	0.0	0.0
17	2460546.0	16.0	0.0	0.0
18	385744.5	10.0	0.0	0.0
19	370130.0	6.0	0.0	0.0
21	373419.0	9.0	0.0	1.0
26	369464.0	4.0	5408.0	1.0
28	373293.5	5.0	0.0	0.0
