	byte	objetc_number	loadtime
0	0.499782200875	0.372093023256	0.701469603247
1	0.96369284004	0.9726443769	0.997069763419
2	0.909008579429	0.860697212392	0.994101909647
3	0.904058657547	0.870779463618	0.995447356448
4	0.828543460115	0.730429762158	0.976807472647
5	0.200351575645	0.56300917128	0.936778870302
6	0.967716775475	0.979104477612	0.995746777389
7	0.488544261895	0.586913380105	0.990954786292
8	0.966109187722	0.981481481481	0.99227518024
9	0.978309143929	0.99522673031	0.998946507752
10	0.984578711347	0.978118057152	0.992607899624
11	0.127501702866	0.241279069767	0.40838391677
12	0.983662789224	0.976579640193	0.994210023193
13	0.848107203533	0.944443027319	0.846465976187
14	0.834332823608	0.890909090909	0.97886891218
15	0.969908710006	0.987920168067	0.995590550775
16	0.884886085565	0.872590789207	0.990440466722
17	0.972750771665	0.995680345572	0.998583990766
18	0.971149195477	0.986927546138	0.995953097839
19	0.264129241075	0.44841860795	0.846184713378
20	0.892290254813	0.859092036715	0.991994515637
21	0.898504469298	0.872896903526	0.991295924073
22	0.455621395372	0.45641025641	0.926119516373
23	0.941570351222	0.958176358176	0.955147838991
24	0.422758976536	0.769230769231	0.853252119146
25	0.718388378286	0.815033783784	0.992561254037
26	0.561099265254	0.301886792453	0.799928790518
27	0.629449739301	0.882805347006	0.974135461945
28	0.467990841734	0.382934028721	0.895211722227
29	0.98158106702	0.992405063291	0.996890994911
30	0.978655829999	0.994845052646	0.999362983191
0	0.712051451095	0.551020408163	0.844350875844
1	0.564136585763	0.538901069696	0.600916154449
2	0.565455022475	0.656761337073	0.89500715993
3	0.660494528302	0.769696969697	0.991759096825
4	0.716672901207	0.579113924051	0.81788682494
5	0.98608442896	0.963254340039	0.986750316873
6	0.532562139984	0.424528301887	0.934293092499
7	0.779879497456	0.951174168297	0.991033716045
8	0.790482242398	0.702997275204	0.900444608065
9	0.353361551081	0.296630711429	0.696603733099
10	0.521329212562	0.561797752809	0.932601718152
11	0.386654987485	0.43795620438	0.690469915195
12	0.567811596396	0.568421052632	0.790254684104
13	0.389998663579	0.492385786802	0.660973471442
14	0.519258479619	0.535940393643	0.733024087848
15	0.973797237237	0.763888888889	0.876514413551
16	0.902376925128	0.864995178399	0.975629010355
17	0.92350532084	0.864413175912	0.955590668783
18	0.877194542955	0.754940711462	0.937554835931
19	0.456607295111	0.363743310703	0.716941593425
20	0.377929710876	0.454986522911	0.774428187552
21	0.923734568699	0.842105263158	0.95470890847
22	0.235519575124	0.443498817967	0.928699218139
23	0.157867027382	0.576404462078	0.827270874524
24	0.337744460264	0.386503067485	0.852622123059
25	0.65610227983	0.814116663451	0.849359120671
26	0.3824651936	0.24929382964	0.710870030517
27	0.585619147133	0.401477832512	0.799417222673
28	0.904010352469	0.836251709986	0.958863239419
29	0.227121163607	0.4375	0.652149270483
30	0.142133165175	0.173076923077	0.714933859189
31	0.72440090436	0.684786499159	0.916667888833
32	0.58529112634	0.567647058824	0.752068802939
33	0.18236745074	0.0498220640569	0.531802120141
0	0.775620914433	0.711009174312	0.316458322527
1	0.381468085554	0.334383000512	0.736087983878
2	0.416689032104	0.450980392157	0.60740703467
3	0.598938276503	0.816	0.917951017235
4	0.167712776745	0.43354164163	0.839146120142
5	-0.0	0.0	0.0
6	0.0167108681504	0.0778443113772	0.568627394107
7	0.944909590397	0.842705510388	0.938104876351
8	2.78643478276e-05	0.00909090909091	0.0609752326393
9	0.089151573237	0.557249041749	0.701505068007
10	0.049393247843	0.457943925234	0.484422828379
11	0.209295800817	0.410358565737	0.707944972198
12	0.825558042316	0.739130434783	0.720212907385
13	0.0238443405555	0.166666666667	0.64692704055
14	0.879473517999	0.816053511706	0.934505332391
15	0.46285840786	0.468292682927	0.553462783172
16	0.237709649794	0.268554589951	0.819945383549
17	0.0	0.0	0.0
18	0.0146084677074	0.0438796877974	0.085338882935
19	0.979536971631	0.824058989968	0.868316318015
20	0.0275615451326	0.106666666667	0.211103376543
21	0.00323995860231	0.0420019843457	0.121298460765
22	0.200269781118	0.0853658536585	0.154396728016
23	0.000881841185032	0.0264317180617	0.0601719197708
24	0.0788941062666	0.130841121495	0.159770124402
25	0.00993737597608	0.0456852791878	0.168930830654
26	0.0180510469277	0.0326679841897	0.157418528954
27	0.919692643046	0.941605839416	0.909840473203
0	0.834617669227	0.664583333333	0.695867206651
1	0.380895338537	0.264699153512	0.558190977296
2	0.285429205344	0.266666666667	0.851674095793
3	0.194731735556	0.75	0.965305618948
4	0.201868368545	0.266304347826	0.63134087549
5	0.0708870927926	0.21198156682	0.554586242416
6	0.783276075978	0.842190515578	0.982014247713
7	0.638320696948	0.646551724138	0.766477330877
8	0.597618613059	0.654903017241	0.834821552589
9	0.408910417465	0.264912280702	0.695580782542
10	0.679617295499	0.658238235182	0.800331124142
11	0.246210341366	0.189194717158	0.592260976176
12	1.0	1.0	1.0
13	0.0465051173971	0.166666666667	0.493912018853
14	0.887732502158	0.783273131425	0.945111310666
15	0.938218882227	0.96775414905	0.908607102981
16	0.965806549774	0.95916005291	0.952960871744
17	0.981972808479	0.964285714286	0.960081751164
18	0.524734938946	0.490681791874	0.836940344529
19	0.549787839743	0.420283824157	0.67896191602
20	0.496548765359	0.552631578947	0.893091691266
21	0.561064191769	0.461278378224	0.757570816862
22	0.241390019364	0.409350313458	0.67782872935
23	0.17723411165	0.284046692607	0.772649726138
24	0.295111222494	0.624113475177	0.798423823271
25	0.216139287143	0.481770338822	0.894744262605
26	0.472661440492	0.614814814815	0.884355179704
27	0.312907432097	0.314634146341	0.662521688837
28	0.00626144040339	0.0229007633588	0.358223765815
29	0.353935912865	0.336448598131	0.89072200017
30	0.00452645496128	0.133333333333	0.206634304207
31	0.374839670672	0.537908250327	0.824835531864
32	0.358443803815	0.236833105335	0.688029990835
33	0.565817879235	0.534090909091	0.721543427536
34	0.097111808961	0.226721938776	0.547464105549
35	0.618796191729	0.760833333333	0.863780652073
36	0.867430275747	0.948753364295	0.765891085995
37	0.440257215301	0.442176870748	0.75453974567
38	0.655803327484	0.529748031496	0.982815544756
39	0.347077912126	0.332605531295	0.483416431416
40	0.0	0.0	0.0
41	0.446545967745	0.717038875103	0.945832282738
42	0.0	0.0	0.0
43	0.719553429744	0.365384615385	0.288395192782
44	0.224853470542	0.161572783045	0.695388199635
45	0.628193044175	0.817073170732	0.894908182939
46	0.552910281472	0.539510126363	0.650571564776
47	0.942602829626	0.887211668928	0.783710723675
48	0.961859535642	0.873417721519	0.934112953592
49	0.955703994551	0.899822387801	0.895199856048
50	0.401131879363	0.38132183908	0.769022803071
51	0.0976713226	0.232213943044	0.537415512673
52	0.578188783907	0.689655172414	0.781647714436
53	0.0623757406159	0.139920065032	0.354969852001
54	0.844242336881	0.687673145666	0.827232666047
55	0.351084410948	0.190191207468	0.69236772282
56	0.607779204804	0.695933014354	0.971294664133
57	0.594053254406	0.510004001601	0.649189394592
58	0.586228133133	0.533021806854	0.808422817989
59	0.331855911792	0.365384615385	0.825099069636
60	0.24174906016	0.200016530292	0.821558428338
61	0.995178798953	0.873563218391	0.941225612104
62	0.506452378431	0.466216216216	0.560454988385
63	0.571946951666	0.304274084125	0.605168742218
64	0.0723411699612	0.293103448276	0.134592268021
65	0.526569375422	0.540408163265	0.853406309531
66	569375422.0	0.540408163265	0.853406309531
0	0.179802436792	0.352732817265	0.880567157621
1	0.8122708181	0.856429749038	0.888030869077
2	0.757684448593	0.692298402922	0.824206413566
3	0.0103311305601	0.0458041958042	0.196294998963
4	0.77218404581	0.801358333986	0.88023901484
5	0.468278706308	0.425527851459	0.84621827334
6	0.342411115458	0.56386818817	0.626330318634
7	0.0	0.0	0.0
8	0.500915030525	0.593103448276	0.963099683683
9	0.608406980005	0.578940466824	0.906148274386
10	0.193594883046	0.286869893758	0.953913913217
11	0.673991097942	0.62722085801	0.83785985319
12	0.213469275558	0.785714285714	0.585844540736
13	0.806532953285	0.768077109151	0.965520723414
14	0.395171787343	0.468238587425	0.517263158047
15	0.531177359603	0.349857324995	0.85828388557
16	0.589090099347	0.89552238806	0.909538159682
17	0.712659977903	0.567567567568	0.929418406223
18	0.688163458458	0.529859287054	0.879589449447
19	0.975801920429	0.94180678079	0.988540109093
20	0.744934360524	0.61777022756	0.899059858025
21	0.244011701914	0.314538882031	0.763226898633
22	0.39021803644	0.343137254902	0.463056577197
23	0.468922709014	0.283018867925	0.950064418677
24	0.312124302044	0.572139303483	0.813252517288
25	0.77350287436	0.945054945055	0.990167920371
26	0.585026484473	0.702412868633	0.921509969528
27	0.692077084273	0.449367088608	0.411809272036
28	0.518156912427	0.453125	0.601949426074
29	0.330001160965	0.596825396825	0.960949920509
30	0.374940895709	0.457746478873	0.788195793761
31	0.244298421902	0.3625	0.76449746927
0	0.517321106321	0.144155844156	0.24200577415
1	0.707204093036	0.595774647887	0.831420958855
2	0.409641388079	0.218271090612	0.408026520655
3	0.356006052966	0.280297426217	0.689364461849
4	0.546120284855	0.431155806738	0.89817506814
5	0.481296012761	0.490778380006	0.845539048153
6	0.0	0.0	0.0
7	0.66621460066	0.483372579801	0.866823391732
8	0.229236805247	0.323504983389	0.912959116299
9	0.660041752205	0.4	0.25219170076
10	0.481867393244	0.509456781489	0.808046563331
11	0.708146854994	0.74011299435	0.730844282555
12	0.182444962446	0.513164917275	0.898127558499
13	0.290250148537	0.713119623331	0.834990801641
14	0.91341603707	0.95952540107	0.969709962776
15	0.377212714787	0.656353330184	0.968453600881
16	0.936544133878	0.865087519724	0.932291386148
17	0.862869091094	0.728624535316	0.926250488048
18	0.663358092596	0.387931034483	0.90390222701
19	0.64672202339	0.623009685802	0.789977829059
0	0.89067253035	0.842908902692	0.405444137976
1	0.93353203504	0.811864014801	0.842051220517
2	0.56955493971	0.891695702671	0.737731149878
3	0.0407701612236	0.0638245551283	0.605973904703
4	0.161355495115	0.119764773379	0.88799702753
5	0.673573850541	0.643828190158	0.394425541194
6	0.40692551375	0.55303030303	0.50214787175
7	1.01886792453	0.5	0.185206415869
8	0.201641753434	0.177449774498	0.909737952027
9	0.322967196694	0.340659340659	0.809817457317
10	0.171194904709	0.272365196078	0.741034022701
11	0.933142228816	0.820100783875	0.795347075743
12	0.328946401836	0.13679245283	0.255517409767
13	0.0	0.0	0.0
14	0.988157708456	0.969093567251	0.97083023894
15	0.0	0.0	0.0
16	0.270410312817	0.171232876712	0.804142130791
17	0.153795920301	0.149425287356	0.895333958884
18	0.167843068142	0.244751141056	0.912826561274
19	0.459253649217	0.381443298969	0.958894536213
20	0.310231828489	0.0763809102961	0.526462792813
21	0.449624067522	0.337539808917	0.541176370095
22	0.173521965203	0.372670807453	0.776669298408
23	0.0694545864824	0.111622658542	0.868456336062
24	0.864439665238	0.688311688312	0.972152152672
25	0.203222401331	0.175371155885	0.816979589312
26	0.115364692368	0.0919801352494	0.415832843327
27	0.293291312702	0.533898305085	0.957756817824
28	0.0	0.0	0.0
29	0.00673098076025	0.0559440559441	0.609700443366
30	66.0		
0	0.825471497148	0.933333333333	0.931637041495
1	0.66130776279	0.815788197979	0.972505386754
2	0.825136768857	0.891409320606	0.988579681801
3	0.729089498744	0.564	0.957335585637
4	0.708852035792	0.845308883746	0.959128304249
5	0.776051397627	0.909255599473	0.931214606563
6	0.752300417718	0.916666666667	0.895263083344
7	0.693386490362	0.924882629108	0.921676921936
8	0.50519336855	0.39837398374	0.549107004674
9	0.994815945883	0.989473684211	0.983190502062
10	0.721474235418	0.696502119927	0.978131351338
11	0.7157655073	0.79967911475	0.995253624798
12	0.822829077835	0.593103448276	0.949892669573
13	0.871042197138	0.939393252313	0.958927178619
14	0.268827997779	0.401519607843	0.820931227821
15	0.846454215438	0.972911825853	0.981209703424
16	0.961245869917	0.9045090467	0.94733402236
17	0.228935752162	0.205406072254	0.0880036110658
18	0.98123924303	0.959425161202	0.985496609859
19	0.902920601192	0.943217665615	0.995798864558
20	0.345544251549	0.354166666667	0.647889017907
21	0.701364242524	0.483870967742	0.821303609013
22	0.990826890535	0.954867419941	0.987385944333
23	0.558503742083	0.435476410731	0.914339824793
24	0.0967233227793	0.205882352941	0.380689563782
25	0.724120530925	0.89448816305	0.936078543599
26	0.253185531926	0.331733220051	0.951927115218
27	0.987663622821	0.929936305732	0.889727050763
28	0.376572811309	0.604790419162	0.837288739859
29	0.548467551182	0.762226134585	0.810813855249
30	0.000606675631113	0.08	0.347515994215
31	0.496962185153	0.379464285714	0.303893067445
32	0.998884940451	0.995535714286	0.997983639531
33	0.470051751987	0.691109669046	0.946794742671
34	0.974141546199	0.98755186722	0.999112563564
35	0.913411082544	0.893314366999	0.959638014176
0	0.423236779852	0.678842800199	0.868904613355
1	0.977167997866	0.948235007529	0.838925223904
2	0.95454346654	0.965811965812	0.957945822618
3	0.339037215296	0.467455621302	0.853213701258
4	0.354119058689	0.537878787879	0.868028761838
5	0.558566465584	0.460526315789	0.765551708257
6	0.968411696271	0.92700729927	0.969238114726
7	0.771468641002	0.802919708029	0.917817899968
8	0.796410221256	0.64	0.731302319199
9	0.869238788253	0.851674641148	0.910242526148
10	0.965300105774	0.835893120135	0.828475154078
11	0.976881237309	0.98081258915	0.963937894865
12	0.955151390755	0.873333333333	0.901654411765
13	0.852755074663	0.855421686747	0.88293370945
14	0.99177080543	0.979051383399	0.971177688157
15	0.919841155563	0.925117135207	0.99681670186
16	0.679556300405	0.828025477707	0.902896081772
17	0.992307159338	0.995580961472	0.999170515501
18	0.969084175979	0.991111111111	0.998267642132
19	0.891787487484	0.888157894737	0.812773240947
20	0.66912799197	0.701939788951	0.976093768109
21	0.963983247194	0.981617647059	0.99596568277
22	0.634011682147	0.770833333333	0.819379292732
23	1.0	1.0	1.0
24	0.464512882939	0.717948717949	0.954044205782
25	0.812501569849	0.845238095238	0.863357617795
26	0.877367614871	0.98773006135	0.972792727031
27	0.959102414533	0.962264150943	0.978618611658
28	0.411263952657	0.607142857143	0.855837441385
