	byte	objetc_number	loadtime
29	0.0158289777909	0.0652173913043	0.0338153065075
30	0.665828544406	0.58708140012	0.79821829953
31	0.883489607635	0.900497512438	0.988595220854
32	0.988800173626	0.973904422637	0.88817666898
33	0.223608753831	0.607142857143	0.876658334936
34	0.877496126023	0.908589572193	0.983247219907
35	0.731864325809	0.83037133918	0.934652727639
36	0.619288487882	0.969543147208	0.987010476669
37	0.0664251207729	0.5	0.144465290807
38	0.907772906833	0.981395348837	0.979493723996
39	0.970972730529	0.985956440327	0.993867619126
40	1.0	1.0	1.0
41	0.337456935092	0.714165704685	0.90717178794
42	0.984137675564	0.89932885906	0.987571269118
43	0.947905820553	0.865591397849	0.840023877033
44	0.0475611240392	0.181818181818	0.453551912568
45	0.816989919564	0.828125	0.996802251215
46	0.654968134621	0.903100775194	0.987249502476
47	0.155876191369	0.448	0.924677215432
48	0.855039530156	0.933333333333	0.268253968254
49	0.982432209102	0.914285714286	0.956048691156
50	0.785076533345	0.800251952447	0.964908229885
51	0.717050067348	0.82496878238	0.830433607662
52	0.41502673048	0.403334039698	0.87751938191
53	0.585638853763	0.526315789474	0.902928655314
54	0.439627286255	0.704324699352	0.835746168225
55	0.976623560005	0.992189394552	0.998130777841
56	0.634015733994	0.823706577975	0.934352727887
57	0.239001271845	0.212435233161	0.881255504844
58	0.73874659893	0.645883084577	0.880929212463
59	0.686666695472	0.805714285714	0.916390196918
60	0.932340045701	0.938129534643	0.997481557984
61	0.736563505355	0.791743759818	0.949664383997
62	0.0597224481378	0.188118811881	0.396017699115
63	0.765010784381	0.967219348278	0.974622412854
64	0.984939685767	0.982791586998	0.973766662341
65	0.741573114459	0.705787037037	0.837525409427
66	0.830142655526	0.850515463918	0.946976998905
67	0.608305702482	0.645833333333	0.972205181445
68	0.708766026073	0.836734693878	0.96479082121
69	0.663209676891	0.807692307692	0.961672850836
70	0.573150808249	0.801484230056	0.841075482768
71	0.961290718506	0.976109215017	0.977551125889
72	0.0329525267492	0.173913043478	0.331120060956
73	0.970827275064	0.956893348198	0.989428193829
74	0.475518146962	0.575714285714	0.93053172131
75	0.978214755086	0.986899563319	0.993969693846
76	0.877227056208	0.89932885906	0.924908807881
77	0.513195906427	0.612244897959	0.912797535704
78	0.64113140718	0.878861930529	0.973290932031
79	0.908976436753	0.830882352941	0.992566035325
80	0.970379776107	0.90395480226	0.903106912744
81	0.874398521848	0.882829215086	0.976051865712
82	0.852520287856	0.596153846154	0.883021307277
83	0.986041907041	0.983009708738	0.924743993847
84	0.972866955512	0.993975903614	0.998649338176
85	0.876786282895	0.891494252874	0.996656604024
86	0.930175492045	0.986928104575	0.998877810868
87	0.982973851618	0.971751412429	0.989551603288
88	0.631753304098	0.7	0.800352282824
89	0.887160710576	0.971223021583	0.992179633483
90	0.321523422406	0.525252525253	0.783522897336
91	0.604725877766	0.769633759492	0.963364292225
92	0.0	0.0	0.0
93	0.611695077054	0.63999399865	0.94964108737
94	0.568056464346	0.482781582953	0.594812662518
95	0.685327214944	0.8125	0.925150668823
96	0.941102003951	0.904713100659	0.963291776258
97	0.806148585361	0.796989271263	0.963533519779
98	0.552299165491	0.527950310559	0.955968132024
99	0.900579490102	0.938270559545	0.994315085112
100	0.855494154543	0.813226744186	0.931408422261
101	0.668902317461	0.68093385214	0.962154419138
102	0.561644369196	0.707289212537	0.959536646038
103	0.97351640501	0.989110707804	0.997507665105
104	0.763044973511	0.7	0.973352879785
105	0.341955389485	0.304347826087	0.468796097629
106	0.800461811586	0.788235294118	0.994146581407
107	0.851754488896	0.966101694915	0.996117374748
108	0.974891889977	0.986928104575	0.996623457269
109	0.911977087664	0.703947368421	0.958859432512
110	1.0	1.0	1.0
111	0.364414039988	0.291666666667	0.944119558155
112	0.896533057049	0.840425531915	0.96977190642
113	0.974626792711	0.989270209827	0.995634742953
114	0.991132245615	0.977722772277	0.928458913101
115	0.458329904617	0.788235294118	0.99108663185
116	0.792066543189	0.706543055803	0.972497260993
117	0.897649844669	0.851661433804	0.992363046377
118	0.964844165616	0.985711369667	0.985467439654
119	0.500101661767	0.438775510204	0.881358385578
120	0.663627703358	0.736	0.97763349827
121	0.200996433222	0.390243902439	0.861810322909
122	0.985851005157	0.982716049383	0.984083433614
123	0.979456255098	0.988023873223	0.99786721317
124	0.691479602203	0.779393993247	0.987659886334
125	0.981601808823	0.979002624672	0.96914024976
126	0.285947745537	0.434782608696	0.737833380728
127	0.501371630061	0.646530669443	0.914966563262
128	0.966754186779	0.931032809163	0.752459464215
129	0.888808922766	0.923076923077	0.995362054637
130	0.941822225081	0.815384615385	0.971037319794
131	0.990122162048	0.970695577501	0.990152735601
132	0.555088137103	0.834274952919	0.934770350625
133	0.947718479993	0.927845402484	0.998084328987
134	0.745062279866	0.900262467192	0.964028276741
135	0.966830583588	0.994535519126	0.999013535787
136	0.083245729762	0.464285714286	0.848474661736
137	0.201967566477	0.35632183908	0.687413289562
138	0.570374243089	0.640776699029	0.951933928388
139	0.747578935873	0.297297297297	0.716460513796
140	0.630821735734	0.690909090909	0.978666478913
141	0.802601217154	0.822888283379	0.975635615683
142	0.846831748703	0.896106188337	0.975437637791
143	0.98815077902	0.985472154964	0.97738742552
144	0.834383921384	0.829875518672	0.946350894152
145	0.983001026013	0.985212569316	0.974638660855
146	0.969711985705	0.957707439199	0.993792609957
147	0.423591525511	0.367088607595	0.942387399834
148	0.854956941145	0.859030837004	0.922099087353
149	0.973043093394	0.971074380165	0.994861427007
150	0.983722456277	0.981818181818	0.948465581652
151	0.667200477283	0.561403508772	0.711166442885
152	0.863360805481	0.949505676991	0.920341527495
153	0.489805034013	0.648148148148	0.878804110626
154	0.000463940952469	0.0196078431373	0.00620718450158
155	0.156914673218	0.404970760234	0.839448233014
156	0.677155875227	0.883040935673	0.972708587677
157	0.971460130414	0.985611510791	0.996721355713
158	0.56537902305	0.279069767442	0.494087970992
159	0.452440395978	0.732635539263	0.857290481385
160	0.73991821744	0.661417322835	0.92744060723
161	0.875143718427	0.667796610169	0.91904054252
162	0.86875795814	0.849890971393	0.96802748245
163	0.595496397023	0.856074551312	0.996343107454
164	0.976886648047	0.989473684211	0.653393875888
165	0.515039099551	0.357142857143	0.482505309334
166	0.621024901452	0.821229050279	0.892078320615
167	0.192869309948	0.4	0.577519379845
168	0.856156000121	0.958015267176	0.979118261228
169	0.409580769422	0.575301204819	0.919004188501
170	0.644966256327	0.842261904762	0.979778608193
171	0.746890496045	0.720430107527	0.735017661934
172	0.795164596366	0.829787234043	0.865635761159
173	0.342297996427	0.631578947368	0.742440604752
174	0.7289633576	0.7969348659	0.974649800065
175	0.599564934948	0.697916666667	0.937326538612
176	0.92784096665	0.935	0.997599387163
177	0.82520198089	0.883441969944	0.996093521874
178	0.949637135373	0.950953678474	0.994057785369
179	0.412901623026	0.717056650246	0.894124934864
180	0.283929626958	0.550279955207	0.911551114573
181	0.87778481901	0.878571428571	0.874050820157
182	0.968988511761	0.988443396226	0.996208297763
183	0.375385000641	0.688775510204	0.860062432933
184	0.704727805009	0.843803719331	0.912028004483
185	0.987906844729	0.953488372093	0.982995776021
186	0.928122014511	0.978933688348	0.983110649545
187	0.604378850545	0.839285714286	0.983436853002
188	0.789608893848	0.915611814346	0.977396533428
189	0.774391807673	0.699323552265	0.64810303601
190	0.774402349182	0.863174246861	0.864265724133
191	0.415526275066	0.675675675676	0.967006764999
192	0.285540105487	0.232142857143	0.783495979534
193	0.597275108505	0.584345479082	0.885644228041
194	0.945797195756	0.949404761905	0.994336137903
195	0.972978051757	0.82	0.949776907172
196	0.680599766251	0.833333333333	0.960473799408
197	0.856372261018	0.858974358974	0.972309003124
198	0.654253698559	0.633656085305	0.954329122624
199	0.89133659581	0.956	0.937673445248
200	0.987297050544	0.983908045977	0.984040427111
201	0.0897846249669	0.161290322581	0.156477846326
202	0.563244274752	0.596638655462	0.758550258572
203	0.932288581821	0.894103828531	0.959108479548
204	0.813068591588	0.795180722892	0.994076614317
205	0.985771883329	0.981132075472	0.980827558724
206	0.858254298255	0.768595041322	0.945714989944
207	0.841087614032	0.936241610738	0.9951996235
208	0.889968066535	0.909090909091	0.902073092541
209	0.174224797443	0.265306122449	0.755263794773
210	0.521223478558	0.538117420881	0.65093895738
211	0.788962794185	0.85910652921	0.957506208787
212	0.0	0.0	0.0
213	0.72492959609	0.931472081218	0.977353958768
214	0.365058613237	0.488372093023	0.825383689437
215	0.21932244059	0.478130953313	0.426192433056
216	9.28865770452e-05	0.025641025641	0.0124242424242
217	0.0	0.0	0.0
218	0.955413603644	0.947719113913	0.992475918763
219	0.653568913085	0.740458967324	0.907082470189
220	0.773771904542	0.920679250128	0.97379332383
221	0.468210814794	0.58064516129	0.534754402224
222	0.984512111451	0.914027149321	0.995758738278
223	0.525043645528	0.746991356383	0.903743228713
224	0.897547817899	0.869273879142	0.94925139763
225	0.936090449183	0.949664547279	0.991724762858
226	0.975540238571	0.979865771812	0.980542728169
227	0.916759301395	0.596875	0.901236873425
228	0.986102360848	0.981770833333	0.976288569425
229	0.666388025708	0.692660550459	0.961770086903
230	0.985509588618	0.990654205607	0.995079232694
231	0.0	0.0	0.0
232	0.72726821529	0.466666666667	0.971452400565
233	0.424193895186	0.725563909774	0.838995004408
234	0.597714413895	0.699614058397	0.932704858517
235	0.99437979738	0.972412480974	0.972773060076
236	0.507426897243	0.285714285714	0.426639379272
237	0.733281630027	0.678748132935	0.947651661532
238	0.885805352531	0.6	0.943714821764
239	0.291639461785	0.367996987952	0.594575763501
240	0.956221114435	0.889250814332	0.942680187018
241	0.981060808821	0.978798321846	0.967505798441
242	0.650765679338	0.690909090909	0.961795703283
243	0.808695283243	0.933943429124	0.985723343111
244	0.973105590698	0.995198016948	0.985517758316
245	0.194764551292	0.433333333333	0.726545737794
246	0.317818938603	0.576158940397	0.871089836358
247	0.963381617834	0.958823529412	0.997418970566
248	0.974926898149	0.986988847584	0.980191062238
249	0.838436496554	0.881818181818	0.986924490559
250	0.880672192088	0.95	0.988323337402
251	0.0	0.0	0.0
252	0.557723612449	0.705965909091	0.956699138881
253	0.995582322479	0.981553108161	0.97997723557
254	0.709655241691	0.715339833064	0.873373689481
255	0.124217955131	0.11914893617	0.669595028927
256	0.941404745067	0.955357142857	0.905619447696
257	0.783488293541	0.714285714286	0.771332598015
258	0.0	0.0	0.0
259	0.0565144766147	0.25	0.258620689655
260	0.812868302763	0.947690120824	0.976514736968
261	0.990919188779	0.973643410853	0.9840382553
262	0.563188260901	0.6875	0.83541725747
263	0.639334917237	0.241379310345	0.473654778178
264	0.994951673935	0.987878787879	0.997361020982
265	0.371490283046	0.437455154269	0.937437586586
266	0.98739261933	0.97213622291	0.96699657787
267	0.992820978395	0.978571428571	0.957409833166
268	0.920181225257	0.838207046454	0.901815106779
269	0.664692405675	0.65759657507	0.955847271577
270	0.568656645195	0.751344086022	0.944757466795
271	0.98536060435	0.986564299424	0.97637789025
272	0.826159136956	0.84380952381	0.99216096926
273	0.808548975289	0.474272930649	0.87536665669
274	0.507691292391	0.670454545455	0.975373936038
275	0.620157558803	0.689994182664	0.925215383773
276	0.979148026097	0.992792769395	0.999448511063
277	0.363253099782	0.340579710145	0.822117468574
278	0.964558512336	0.988033968091	0.953982866955
279	0.979694858344	0.992877131534	0.985847668583
280	0.29409094751	0.545454545455	0.826784101174
281	0.880799270502	0.960869565217	0.981464240372
282	0.574917246931	0.638190954774	0.937793474335
283	0.766024762587	0.551515151515	0.981298986505
284	0.978783602239	0.972307692308	0.992739260156
285	0.553778026202	0.936170212766	0.973286815247
286	0.724630918147	0.712878217673	0.985883727925
287	0.597602821124	0.757446808511	0.688790469746
288	0.91786288583	0.894736842105	0.850071225071
289	0.875790837457	0.914675767918	0.991103149274
290	0.974494773581	0.965189873418	0.990305087835
291	0.722656761082	0.473214285714	0.941473635535
292	0.966517798069	0.987611379935	0.997510229431
293	0.963378956646	0.93984962406	0.915329359621
294	0.628354627674	0.669291338583	0.791063721757
295	0.973608739351	0.960664305608	0.99538563788
296	0.778715087945	0.793103448276	0.774774006481
297	0.972262511924	0.969275498978	0.979867786403
298	0.802520324691	0.869369369369	0.949287731604
299	0.620528918403	0.505555555556	0.740263191975
300	0.753858074291	0.79932885906	0.927459817393
301	0.994039124823	0.970873786408	0.991832323974
302	0.562099948011	0.732147562582	0.797614876045
303	0.940224532914	0.950738916256	0.994447248864
304	0.16183615731	0.216216216216	0.424567747768
305	0.314334051826	0.594594594595	0.878984603355
306	0.660095763272	0.707224334601	0.881900042036
307	0.965384019822	0.94802759862	0.993048370944
308	0.663988823332	0.65	0.890587464512
309	0.0	0.0	0.0
310	0.840489495647	0.864909954866	0.976711238316
311	0.832993664747	0.937571503416	0.981481895075
312	0.987391763974	0.983333333333	0.982140107775
313	0.98316651677	0.986000122377	0.969802411699
314	0.997686640227	0.985294117647	0.995951129422
315	0.586032171151	0.571428571429	0.81857031857
316	0.870287743267	0.942196531792	0.839378026603
317	0.983669649604	0.906976744186	0.871892817972
318	0.645598894554	0.652173913043	0.941309850398
319	0.804697345731	0.923295454545	0.981476681355
320	1.0	1.0	1.0
321	0.847688708324	0.944398908355	0.993400621459
322	0.44957459662	0.526627218935	0.947684716599
323	0.995870318106	0.98070719603	0.96535371823
324	0.988492522288	0.981958762887	0.972237696263
325	0.968493631957	0.984555984556	0.987638908786
326	0.982443065452	0.978328173375	0.972789620936
327	0.974883779898	0.979865771812	0.993017882258
328	0.577872334678	0.674513373477	0.919705591497
329	0.426672813358	0.301886792453	0.506435917965
330	0.833299470383	0.721031344793	0.918355885572
331	0.918290226185	0.812182741117	0.945367192862
332	0.0	0.0	0.0
333	0.861430275542	0.855924344375	0.955578707448
334	0.845511039719	0.913533834586	0.962304067699
335	0.982951823488	0.981762917933	0.968394241729
336	0.748537669036	0.684210526316	0.936429794521
337	0.346657302618	0.145299145299	0.306755260244
