	301	302	303	307
0.318181818182	0.608695652174	0.0869565217391	0.0	
0.0123456790123	0.965517241379	0.0	0.0111111111111	
0.0597147950089	0.916666666667	0.0	0.0277777777778	
0.0597147950089	0.914215686275	0.0	0.0285947712418	
0.0416666666667	0.958333333333	0.0	0.0	
0.118055555556	0.875	0.0	0.0	
0.0754985754986	0.923076923077	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0215677179963	0.963624338624	0.0	0.0156853281853	
0.0943396226415	0.882352941176	0.0	0.0181818181818	
0.0253205128205	0.94427244582	0.0	0.025641025641	
0.0	1.0	0.0	0.0	
0.0889328063241	0.909090909091	0.0	0.0	
0.0909090909091	0.909090909091	0.0	0.0	
0.06	0.899959983994	0.0	0.0374649859944	
0.0746268656716	0.901978065022	0.00675675675676	0.0147090633788	
0.0930735930736	0.890873015873	0.0	0.0	
0.0892857142857	0.892857142857	0.0	0.0178571428571	
0.0954545454545	0.9	0.0	0.0	
0.0909090909091	0.909090909091	0.0	0.0	
0.10101010101	0.89898989899	0.0	0.0	
0.0952380952381	0.893557422969	0.0	0.0	
0.0833333333333	0.916666666667	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0833333333333	0.833333333333	0.0	0.0769230769231	
0.4	0.6	0.0	0.0	
0.0909090909091	0.909090909091	0.0	0.0	
0.142857142857	0.857142857143	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0151654411765	0.956014554795	0.00675675675676	0.021511130137	
0.0	1.0	0.0	0.0	
0.0144957983193	0.979025423729	0.0	0.0	
0.25	0.666666666667	0.0	0.0	
0.25	0.75	0.0	0.0	
0.0513157894737	0.930288461538	0.0	0.0	
0.0882352941176	0.875	0.0	0.0285714285714	
0.047619047619	0.95	0.0	0.0	
0.138095238095	0.857142857143	0.0	0.0	
0.166666666667	0.833333333333	0.0	0.0	
0.5	0.0	0.5	0.0	
0.137254901961	0.823529411765	0.0	0.0392156862745	
0.0	0.928571428571	0.0	0.0	
0.0769230769231	0.923076923077	0.0	0.0	
0.142857142857	0.857142857143	0.0	0.0	
0.0833333333333	0.916666666667	0.0	0.0	
0.03125	0.96875	0.0	0.0	
0.0350985221675	0.962250712251	0.0	0.0	
0.0188679245283	0.98095065312	0.0	0.0	
0.0169491525424	0.95119047619	0.0	0.0325396825397	
0.166666666667	0.8	0.0	0.0416666666667	
0.1	0.896428571429	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0165300546448	0.950409836066	0.0	0.0330601092896	
0.25	0.75	0.0	0.0	
0.0416666666667	0.928571428571	0.0	0.0	
0.111111111111	0.833333333333	0.0	0.0540935672515	
0.0142755537492	0.961313757366	0.0	0.00751879699248	
0.25	0.708333333333	0.0	0.0	
0.0465367965368	0.95119047619	0.0	0.0	
0.109375	0.861505681818	0.0	0.0307765151515	
0.5	0.5	0.0	0.0	
0.0129225895202	0.945376584638	0.0128842489021	0.0295166058077	
0.166666666667	0.833333333333	0.0	0.0	
0.166666666667	0.5	0.333333333333	0.0	
0.0	0.923076923077	0.0769230769231	0.0	
0.0	0.8	0.2	0.0	
0.111111111111	0.888888888889	0.0	0.0	
0.0	0.75	0.25	0.0	
0.0	0.75	0.25	0.0	
0.333333333333	0.5	0.0	0.0	
0.0801282051282	0.914855072464	0.0	0.0	
0.0	0.0	1.0	0.0	
0.0	0.5	0.5	0.0	
0.142857142857	0.714285714286	0.142857142857	0.0	
0.0	0.775	0.225	0.0	
0.0	0.0	1.0	0.0	
0.5	0.5	0.0	0.0	
0.0	0.9	0.1	0.0	
0.0	0.8	0.2	0.0	
0.0	0.75	0.25	0.0	
0.0	1.0	0.0	0.0	
0.0	0.0	1.0	0.0	
0.75	0.0	0.25	0.0	
0.5	0.166666666667	0.333333333333	0.0	
0.5	0.333333333333	0.0	0.0	
0.0	0.5	0.5	0.0	
0.0	0.0	1.0	0.0	
0.0	0.0	1.0	0.0	
0.5	0.5	0.0	0.0	
0.0	0.937728937729	0.0503663003663	0.0	
1.0	0.0	0.0	0.0	
0.5	0.5	0.0	0.0	
0.416666666667	0.416666666667	0.166666666667	0.0	
0.0	1.0	0.0	0.0	
0.25	0.75	0.0	0.0	
1.0	0.0	0.0	0.0	
0.327272727273	0.642857142857	0.0	0.0243902439024	
0.25	0.75	0.0	0.0	
0.25	0.666666666667	0.0	0.0	
0.0909090909091	0.9	0.0	0.0	
0.0272727272727	0.851851851852	0.0	0.0925925925926	
0.117647058824	0.875959079284	0.0	0.0	
0.5	0.0	0.0	0.5	
0.0205263157895	0.969210526316	0.0	0.0102631578947	
0.166666666667	0.833333333333	0.0	0.0	
0.0769230769231	0.891304347826	0.0	0.0	
0.0	1.0	0.0	0.0	
0.2	0.75	0.0	0.0	
0.0120464852608	0.962350457424	0.00431034482759	0.0159736308316	
0.0560606060606	0.882275132275	0.0	0.0317028985507	
0.333333333333	0.666666666667	0.0	0.0	
0.105555555556	0.777777777778	0.0	0.105555555556	
0.0416666666667	0.949874686717	0.0	0.0	
0.0454545454545	0.928571428571	0.0357142857143	0.0	
0.0279733959311	0.956286685202	0.0	0.0	
0.1	0.891812865497	0.0	0.0	
0.125	0.875	0.0	0.0	
0.142857142857	0.857142857143	0.0	0.0	
0.125	0.857142857143	0.0	0.0	
0.0769230769231	0.846153846154	0.0	0.0769230769231	
0.210526315789	0.782608695652	0.0	0.0	
0.333333333333	0.666666666667	0.0	0.0	
0.0588235294118	0.9375	0.0	0.0	
0.5	0.0	0.5	0.0	
0.0166666666667	0.95	0.0078125	0.0161458333333	
0.0338983050847	0.961179544606	0.0	0.0	
0.0322580645161	0.943181818182	0.0	0.0238095238095	
0.25	0.75	0.0	0.0	
0.0341435185185	0.944444444444	0.0	0.0	
0.0690476190476	0.930952380952	0.0	0.0	
0.0833333333333	0.916666666667	0.0	0.0	
0.125	0.866071428571	0.0	0.0	
0.0871212121212	0.904545454545	0.0	0.0	
1.0	0.0	0.0	0.0	
0.0714285714286	0.918831168831	0.0	0.0	
1.0	0.0	0.0	0.0	
0.037037037037	0.962962962963	0.0	0.0	
0.25	0.75	0.0	0.0	
0.0120481927711	0.964285714286	0.00617283950617	0.0121212121212	
0.067816091954	0.915517241379	0.0166666666667	0.0	
0.0801282051282	0.916666666667	0.0	0.0	
0.0909090909091	0.877622377622	0.0	0.0	
0.0361093038386	0.822756410256	0.101282051282	0.0172413793103	
0.333333333333	0.5	0.0	0.0	
0.25	0.75	0.0	0.0	
0.0434782608696	0.625	0.333333333333	0.0	
0.4	0.6	0.0	0.0	
0.0375075620085	0.959618874773	0.0	0.00287356321839	
0.0833333333333	0.916666666667	0.0	0.0	
0.138888888889	0.763888888889	0.0	0.0	
0.5	0.5	0.0	0.0	
0.0	1.0	0.0	0.0	
0.2	0.75	0.0	0.0	
0.0	1.0	0.0	0.0	
0.6	0.4	0.0	0.0	
0.0229915433404	0.948684210526	0.0203998368013	0.0191885964912	
0.0833333333333	0.916666666667	0.0	0.0	
0.291666666667	0.675	0.0	0.0	
1.0	0.0	0.0	0.0	
0.416666666667	0.416666666667	0.166666666667	0.0	
0.2	0.708333333333	0.0833333333333	0.0	
0.560897435897	0.416666666667	0.0357142857143	0.0	
0.0557275541796	0.9375	0.0	0.0	
0.0	0.666666666667	0.333333333333	0.0	
0.0512987012987	0.903951367781	0.0309523809524	0.0	
0.0433271547729	0.924038461538	0.0120481927711	0.0243902439024	
0.0	0.981481481481	0.0181818181818	0.0	
1.0	0.0	0.0	0.0	
0.0540935672515	0.854385964912	0.0526315789474	0.0526315789474	
0.0477272727273	0.912878787879	0.0425724637681	0.0	
0.0	1.0	0.0	0.0	
0.0	0.8875	0.05	0.0	
0.333333333333	0.333333333333	0.333333333333	0.0	
0.0377492877493	0.948684210526	0.0	0.0	
0.0	0.888888888889	0.111111111111	0.0	
0.333333333333	0.642857142857	0.0	0.0	
0.00740740740741	0.92962962963	0.037037037037	0.0222222222222	
0.0526315789474	0.922222222222	0.025	0.0	
0.0310096153846	0.924225028703	0.00746268656716	0.0320020481311	
0.0636223138063	0.881977410378	0.0427148733492	0.0155979543666	
0.125	0.75	0.125	0.0	
0.0	0.816666666667	0.183333333333	0.0	
0.25	0.75	0.0	0.0	
0.2	0.8	0.0	0.0	
0.0	0.95652173913	0.0	0.0434782608696	
0.0967741935484	0.9	0.0	0.0	
0.027027027027	0.925	0.0227272727273	0.03125	
0.0909090909091	0.818181818182	0.0909090909091	0.0	
0.0909090909091	0.9	0.0	0.0	
0.0416666666667	0.92	0.04	0.0	
0.142857142857	0.714285714286	0.142857142857	0.0	
0.05	0.95	0.0	0.0	
0.0	1.0	0.0	0.0	
0.666666666667	0.333333333333	0.0	0.0	
0.416666666667	0.5	0.0	0.0	
0.236111111111	0.763888888889	0.0	0.0	
0.0	0.928571428571	0.0714285714286	0.0	
0.0555555555556	0.942810457516	0.0	0.0	
0.0627450980392	0.937254901961	0.0	0.0	
0.0435606060606	0.825757575758	0.0	0.102631578947	
0.0166712975827	0.977766798419	0.0	0.0	
0.0	0.0	1.0	0.0	
0.0	1.0	0.0	0.0	
0.111111111111	0.846153846154	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0171676982022	0.970326678766	0.0105263157895	0.0	
0.244047619048	0.743421052632	0.0	0.0	
0.0645161290323	0.935483870968	0.0	0.0	
0.0606617647059	0.936491935484	0.0	0.0	
0.00757575757576	0.959409594096	0.0276679841897	0.00757575757576	
0.0	1.0	0.0	0.0	
0.0833333333333	0.912878787879	0.0	0.0	
0.5	0.5	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0	1.0	0.0	0.0	
0.266666666667	0.666666666667	0.0	0.0	
0.0	1.0	0.0	0.0	
0.333333333333	0.666666666667	0.0	0.0	
0.0	0.0	1.0	0.0	
0.0	0.775	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0597147950089	0.901913875598	0.0	0.0283094098884	
0.0	0.0	1.0	0.0	
0.0	1.0	0.0	0.0	
0.0833333333333	0.916666666667	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0	1.0	0.0	0.0	
0.118055555556	0.881944444444	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0	1.0	0.0	0.0	
0.166666666667	0.833333333333	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0	1.0	0.0	0.0	
0.5	0.0	0.5	0.0	
0.0125019534302	0.965524034673	0.0114919884423	0.00531914893617	
0.0312805474096	0.966013824885	0.0	0.0	
0.1	0.8	0.0	0.0	
0.0370879120879	0.948526977822	0.00532155797101	0.00927197802198	
0.0118347338936	0.962912087912	0.0	0.0236694677871	
1.0	0.0	0.0	0.0	
0.0227272727273	0.928571428571	0.0	0.0454545454545	
0.0384615384615	0.916666666667	0.0	0.0416666666667	
0.666666666667	0.333333333333	0.0	0.0	
0.0851449275362	0.866600790514	0.0	0.0425724637681	
0.0126602564103	0.970995247414	0.0	0.0134282624369	
0.166666666667	0.833333333333	0.0	0.0	
0.0	1.0	0.0	0.0	
0.2	0.8	0.0	0.0	
0.0266666666667	0.96	0.0	0.0133333333333	
0.0357142857143	0.922619047619	0.00485436893204	0.0238095238095	
0.0	0.5	0.25	0.0	
0.0561974789916	0.916463201953	0.0	0.0187324929972	
0.00961538461538	0.971153846154	0.0	0.0169491525424	
1.0	0.0	0.0	0.0	
0.2	0.8	0.0	0.0	
0.0199049316696	0.958745348219	0.0103136629452	0.00995246583482	
0.174242424242	0.784090909091	0.0	0.0	
1.0	0.0	0.0	0.0	
0.0138116425658	0.954284221526	0.0	0.0324333800842	
1.0	0.0	0.0	0.0	
0.00943396226415	0.990566037736	0.0	0.0	
0.126176470588	0.838353413655	0.0	0.0348603576452	
0.222222222222	0.666666666667	0.0	0.111111111111	
0.666666666667	0.333333333333	0.0	0.0	
0.5	0.5	0.0	0.0	
0.264705882353	0.705882352941	0.0	0.0294117647059	
0.0747728860936	0.921447824413	0.0	0.0	
0.0147058823529	0.967741935484	0.0	0.0140845070423	
0.0	1.0	0.0	0.0	
0.0487804878049	0.886363636364	0.0	0.0487804878049	
0.125	0.875	0.0	0.0	
1.0	0.0	0.0	0.0	
0.285714285714	0.714285714286	0.0	0.0	
0.0172413793103	0.974137931034	0.00862068965517	0.0	
0.1	0.9	0.0	0.0	
