	red_number_frac	red_time_frac
0	0.12925768234	0.219180276727
1	0.100989323146	0.185207848932
2	0.156931382793	0.216047836519
3	0.159940604831	0.222369008974
4	0.0779886688541	0.238812584573
5	0.0305440414508	0.0400486878654
6	0.0710227272727	0.13001674655
7	0.0909042753555	0.17143263383
8	0.0960406171285	0.0897317613916
9	0.0966183574879	0.13719814489
10	0.112501013705	0.117974185377
11	0.0416666666667	0.019630600493
12	0.0824470211915	0.112617868428
13	0.0544567801387	0.0451514627913
14	0.202365527709	0.261682992527
15	0.105681818182	0.171746482053
16	0.160786026201	0.267937166759
17	0.0665440445417	0.0976139351479
18	0.068695686367	0.0658878828437
19	0.08016318205	0.101022324625
20	0.126692021429	0.247453982086
21	0.146267926988	0.262813076759
22	0.105844155844	0.257584913971
23	0.0851568785197	0.0696872446172
24	0.030534351145	0.0462790461351
25	0.0339861751152	0.0312284583406
26	0.0473372781065	0.0838931457962
27	0.0546875	0.0387321191276
28	0.0121457489879	0.0562699068067
29	0.0897435897436	0.114192692632
30	0.0714285714286	0.0116322701689
31	0.0885245901639	0.101711376804
0	0.0223930481283	0.0516632192927
1	0.0166359447005	0.00330624243241
2	0.0696517412935	0.0521184945547
3	0.125898752751	0.142748705225
4	0.0453074433657	0.026091902854
5	0.077732844686	0.0743829572036
6	0.0524027459954	0.0195415228153
7	0.0	0.0
8	0.0970149253731	0.163287645155
9	0.0218819428484	0.0100862777482
10	0.0623053417171	0.0270298442893
11	0.0405405405405	0.0821825355622
12	0.0437979539642	0.0476501730138
13	0.133784331973	0.157268275693
14	0.0966246515574	0.0424560356025
15	0.0	0.0
16	0.310270734852	0.145660965783
17	0.170833333333	0.200912946356
18	0.136315128688	0.302330135119
19	0.0580357142857	0.0559198514587
20	0.077519379845	0.0516396532228
21	0.140562248996	0.154593435246
22	0.0165632179966	0.0523461273333
23	0.0884171907757	0.0865297603918
24	0.0506329113924	0.149348850097
25	0.0414992010072	0.0502476387742
26	0.0199017199017	0.00514218084879
27	0.0372340425532	0.0577619544534
28	0.168067226891	0.137930607647
29	0.0	0.0
30	0.0350877192982	0.0305118110236
31	0.181774647887	0.489436831267
32	0.039603960396	0.0510650714911
33	0.0207612456747	0.113523010655
0	0.0482456140351	0.0278324350529
1	0.00875959079284	0.0252390843427
2	0.0230179028133	0.0242278103112
3	0.0226418318524	0.0315836053725
4	0.0185185185185	0.0483320255018
5	0.0	0.0
6	0.0171428571429	0.0520923677363
7	0.0441491051573	0.0354399280885
8	0.0	0.0
9	0.00506358322223	0.00246197418519
10	0.0571994408201	0.0759124352337
11	0.0115384615385	0.00955049058255
13	0.0	0.0
14	0.027027027027	0.0992836026219
15	0.0266666666667	0.0138963121325
16	0.018779342723	0.0150219181011
17	0.0194805194805	0.029999680174
18	0.5	0.529761904762
19	0.0	0.0
20	0.00943396226415	0.00102053833397
21	0.0138888888889	0.0091295450968
22	0.00510204081633	0.0465313785089
23	0.0120481927711	0.00700265251989
24	0.0	0.0
25	0.0	0.0
26	0.00952380952381	0.0115739034279
27	0.0514361702128	0.0547645802763
28	0.00348432055749	0.0102126079287
29	0.013986013986	0.133640901528
0	0.0322580645161	0.00705442993037
1	0.0232589587559	0.026091754564
2	0.03125	0.0155506680443
3	0.0357142857143	0.010032724719
4	0.129236148467	0.216332559846
5	0.0408163265306	0.0132704399125
6	0.0267857142857	0.097914067713
7	0.0833333333333	0.0378703845185
8	0.0971428571429	0.0683519192041
9	0.256868131868	0.0848864794951
10	0.0144927536232	0.0152993538685
11	0.127659574468	0.138740453359
12	0.0314144736842	0.00857012631479
13	0.117482747289	0.127723603632
14	0.0077519379845	0.00017537706068
15	0.0727299441669	0.0216201255909
16	0.10396039604	0.196168854204
17	0.0213903743316	0.0407012979975
18	0.0254237288136	0.0644931554581
19	0.0529411764706	0.0118854667561
20	0.0358272133823	0.120238563428
21	0.0630630630631	0.0430017822608
22	0.201293103448	0.353191026799
23	0.0812285992523	0.224119871418
24	0.0314046310725	0.0163289634799
25	0.0741991991992	0.102449649182
26	0.0360824742268	0.103388893613
27	0.0734463276836	0.132878525608
28	0.0513997033741	0.127215184371
29	0.0175954592363	0.175224595012
30	0.065044949762	0.0262782189581
31	0.133333333333	0.166329648897
32	0.0701592097223	0.188686228181
33	0.107151126891	0.470350349107
34	0.137355726546	0.132642810613
35	0.0388349514563	0.130304071575
36	0.120025052668	0.243528294196
37	0.020041591546	0.225473167843
38	0.0530488261271	0.0928626729938
39	0.0275075659317	0.00635048378003
40	0.0405761316872	0.0714601312854
41	0.25	0.21377072819
42	0.0674846625767	0.0500233100233
43	0.291666666667	0.129175694772
45	0.0666666666667	0.115342894586
46	0.0239520958084	0.0203983312322
48	0.347222222222	0.239652458102
49	0.184466019417	0.243172406563
50	0.0839160839161	0.282055042284
51	0.14508161512	0.221834913142
52	0.165289256198	0.23924442423
53	0.042109929078	0.00956984368338
55	0.0384615384615	0.112458286986
56	0.173913043478	0.215944654917
57	0.0387596899225	0.0481433103191
58	0.125874125874	0.161162038285
59	0.0744680851064	0.0577882245027
60	0.06	0.089776427176
61	0.0727272727273	0.0977465736147
62	0.0130718954248	0.00787602925382
63	0.0420168067227	0.095928245235
64	0.0188679245283	0.00440195336681
65	0.0413223140496	0.0109301030354
66	0.307692307692	0.212874638439
67	0.0764866602379	0.0319643658675
68	0.025	0.0805835587247
69	0.03125	0.00778410134019
70	0.019801980198	0.00543833683269
0	0.0358022071307	0.0148242019588
1	0.108026874116	0.12966480767
2	0.0824175824176	0.0773628618405
3	0.0263157894737	0.0696790713554
4	0.112282084113	0.140618281453
5	0.15498239487	0.364559687414
6	0.0633762517883	0.0680594008094
8	0.416666666667	0.153943661972
9	0.0956636055329	0.0821642479363
10	0.128320117856	0.233549680251
11	0.0458746644883	0.109674629028
12	0.0424481948302	0.0405918094237
13	0.108187134503	0.108148391435
14	0.140096618357	0.168342668024
15	0.0375359401955	0.0390220915148
16	0.0632183908046	0.137436567738
17	0.198529411765	0.299935773924
18	0.086190123228	0.137464970508
19	0.0573770491803	0.056657139009
20	0.10643115942	0.164137552713
21	0.0303689064559	0.0570619253724
22	0.0363636363636	0.0872751186059
23	0.0377358490566	0.0277593676805
24	0.0301204819277	0.0787776143545
25	0.075	0.117316227337
26	0.105527638191	0.125321134455
27	0.0313852093457	0.0370568811587
